20/04/2022	11:23:36
sampling frequency [Hz]: 	4000	Samples: 	8000
dt (sec): 	0.00025	df (Hz): 	0.5
Filtre: 	Savitzky-Golacy	Ordre Polynomial: 	3
Fréquence [Fo]: 	0.999081		
Polynome: 	y = + 14.34x^5 - 189.47x^4 + 989.31x^3 - 2541.56x^2 + 3219.98x -1612.97
U moyen: 	19.850639
U dispersion: 	0.10515
Turbulence: 	0.529704

E [volt]	Ecorr [volt]	U [m.s-1]	U.filtré [m.s-1]	Anémomètre [m.s-1]	Temperature [°C]	Spectrum [dB]

2.875977	2.899391	19.89936	0	211.425781	24.804687	-31.659565
2.873535	2.896929	19.830973	0	211.425781	24.804687	-26.248285
2.871094	2.894468	19.762623	0	211.425781	24.804687	-33.309087
2.873535	2.896929	19.830973	0	211.425781	24.804687	-39.353783
2.873535	2.896929	19.830973	0	211.425781	24.804687	-34.713256
2.875977	2.899391	19.89936	0	211.425781	24.804687	-36.03467
2.875977	2.899391	19.89936	0	211.425781	24.804687	-48.450386
2.873535	2.896929	19.830973	0	211.425781	24.804687	-45.281077
2.875977	2.899391	19.89936	0	211.425781	24.804687	-46.282468
2.875977	2.899391	19.89936	0	211.425781	24.804687	-45.183658
2.878418	2.901852	19.967784	0	211.425781	24.804687	-48.612811
2.875977	2.899391	19.89936	0	211.425781	24.804687	-47.639404
2.875977	2.899391	19.89936	0	211.425781	24.804687	-44.427354
2.878418	2.901852	19.967784	0	211.425781	24.804687	-47.925766
2.878418	2.901852	19.967784	0	211.425781	24.804687	-49.592951
2.875977	2.899391	19.89936	0	211.425781	24.804687	-50.282464
2.878418	2.901852	19.967784	0	211.425781	24.804687	-43.464142
2.871094	2.894468	19.762623	0	211.425781	24.804687	-40.217059
2.878418	2.901852	19.967784	0	211.425781	24.804687	-42.056792
2.875977	2.899391	19.89936	0	211.425781	24.804687	-53.235772
2.875977	2.899391	19.89936	0	211.425781	24.804687	-55.082971
2.875977	2.899391	19.89936	0	211.425781	24.804687	-51.434841
2.875977	2.899391	19.89936	0	211.425781	24.804687	-51.504575
2.875977	2.899391	19.89936	0	211.425781	24.804687	-53.892088
2.873535	2.896929	19.830973	0	211.425781	24.804687	-52.070204
2.875977	2.899391	19.89936	0	211.425781	24.804687	-52.104314
2.871094	2.894468	19.762623	0	211.425781	24.804687	-51.490187
2.873535	2.896929	19.830973	0	211.425781	24.804687	-54.277563
2.873535	2.896929	19.830973	0	211.425781	24.804687	-44.495188
2.873535	2.896929	19.830973	0	211.425781	24.804687	-50.27377
2.875977	2.899391	19.89936	0	211.425781	24.804687	-48.944443
2.875977	2.899391	19.89936	0	211.425781	24.804687	-45.390545
2.871094	2.894468	19.762623	0	211.425781	24.804687	-51.286643
2.871094	2.894468	19.762623	0	211.425781	24.804687	-47.934146
2.868652	2.892007	19.694312	0	211.425781	24.804687	-38.350643
2.873535	2.896929	19.830973	0	211.425781	24.804687	-36.374404
2.875977	2.899391	19.89936	0	211.425781	24.804687	-43.434317
2.875977	2.899391	19.89936	0	211.425781	24.804687	-47.256789
2.873535	2.896929	19.830973	0	211.425781	24.804687	-54.858253
2.871094	2.894468	19.762623	0	211.425781	24.804687	-50.389636
2.873535	2.896929	19.830973	0	211.425781	24.804687	-46.975798
2.873535	2.896929	19.830973	0	211.425781	24.804687	-46.026128
2.873535	2.896929	19.830973	0	211.425781	24.804687	-47.663731
2.875977	2.899391	19.89936	0	211.425781	24.804687	-50.333891
2.873535	2.896929	19.830973	0	211.425781	24.804687	-52.735253
2.875977	2.899391	19.89936	0	211.425781	24.804687	-48.994884
2.873535	2.896929	19.830973	0	211.425781	24.804687	-54.518729
2.878418	2.901852	19.967784	0	211.425781	24.804687	-46.68669
2.878418	2.901852	19.967784	0	211.425781	24.804687	-47.497258
2.875977	2.899391	19.89936	0	211.425781	24.804687	-45.285056
2.875977	2.899391	19.89936	0	211.425781	24.804687	-42.444016
2.871094	2.894468	19.762623	0	211.425781	24.804687	-43.125958
2.875977	2.899391	19.89936	0	211.425781	24.804687	-70.777076
2.875977	2.899391	19.89936	0	211.425781	24.804687	-49.66775
