20/04/2022	11:24:20
sampling frequency [Hz]: 	4000	Samples: 	8000
dt (sec): 	0.00025	df (Hz): 	0.5
Filtre: 	Savitzky-Golacy	Ordre Polynomial: 	3
Fréquence [Fo]: 	17.326707		
Polynome: 	y = + 14.34x^5 - 189.47x^4 + 989.31x^3 - 2541.56x^2 + 3219.98x -1612.97
U moyen: 	19.603462
U dispersion: 	0.074116
Turbulence: 	0.378075

E [volt]	Ecorr [volt]	U [m.s-1]	U.filtré [m.s-1]	Anémomètre [m.s-1]	Temperature [°C]	Spectrum [dB]

2.86377	2.889501	19.624809	0	207.519531	25.097656	-36.226094
2.86377	2.889501	19.624809	0	207.519531	25.097656	-34.732089
2.861328	2.887038	19.556517	0	207.03125	25.097656	-40.468328
2.86377	2.889501	19.624809	0	207.03125	25.097656	-43.026657
2.861328	2.887038	19.556517	0	207.519531	25.097656	-46.577397
2.86377	2.889501	19.624809	0	207.519531	25.097656	-47.444299
2.861328	2.887038	19.556517	0	207.519531	25.097656	-52.801881
2.861328	2.887038	19.556517	0	207.03125	25.097656	-52.298743
2.858887	2.884575	19.488264	0	207.519531	25.097656	-61.631994
2.861328	2.887038	19.556517	0	207.519531	25.097656	-62.244753
2.861328	2.887038	19.556517	0	207.519531	25.097656	-53.09508
2.861328	2.887038	19.556517	0	207.519531	25.097656	-47.768422
2.86377	2.889501	19.624809	0	207.519531	25.097656	-42.550917
2.861328	2.887038	19.556517	0	207.519531	25.097656	-44.067383
2.86377	2.889501	19.624809	0	207.519531	25.097656	-53.082142
2.861328	2.887038	19.556517	0	207.519531	25.097656	-53.924019
2.866211	2.891965	19.69314	0	207.519531	25.097656	-48.600385
2.86377	2.889501	19.624809	0	207.519531	25.097656	-48.826221
2.86377	2.889501	19.624809	0	207.519531	25.097656	-53.189005
2.86377	2.889501	19.624809	0	207.519531	25.097656	-63.678084
2.86377	2.889501	19.624809	0	207.519531	25.097656	-57.3552
2.86377	2.889501	19.624809	0	207.519531	25.097656	-48.186506
2.866211	2.891965	19.69314	0	207.519531	25.097656	-48.746904
2.866211	2.891965	19.69314	0	207.519531	25.097656	-57.588566
2.866211	2.891965	19.69314	0	207.519531	25.097656	-54.696008
2.866211	2.891965	19.69314	0	207.519531	25.097656	-50.987676
2.861328	2.887038	19.556517	0	207.519531	25.097656	-52.282047
2.86377	2.889501	19.624809	0	207.03125	25.097656	-54.491078
2.86377	2.889501	19.624809	0	207.519531	25.097656	-49.367232
2.866211	2.891965	19.69314	0	207.519531	25.097656	-50.199871
2.86377	2.889501	19.624809	0	207.519531	25.097656	-61.070418
2.86377	2.889501	19.624809	0	207.519531	25.097656	-54.58657
2.86377	2.889501	19.624809	0	207.519531	25.097656	-53.788772
2.866211	2.891965	19.69314	0	207.519531	25.097656	-51.393663
2.86377	2.889501	19.624809	0	207.519531	25.097656	-37.837503
2.86377	2.889501	19.624809	0	207.519531	25.097656	-36.054531
2.861328	2.887038	19.556517	0	207.519531	25.097656	-52.40413
2.861328	2.887038	19.556517	0	207.519531	25.097656	-47.984303
2.86377	2.889501	19.624809	0	207.519531	25.097656	-56.790283
2.86377	2.889501	19.624809	0	207.519531	25.097656	-62.586995
2.866211	2.891965	19.69314	0	207.519531	25.097656	-59.806234
2.86377	2.889501	19.624809	0	207.519531	25.097656	-54.128342
2.86377	2.889501	19.624809	0	207.519531	25.097656	-48.321558
2.861328	2.887038	19.556517	0	207.519531	25.097656	-49.375202
2.86377	2.889905	19.635997	0	207.519531	25.146484	-50.760327
2.861328	2.887038	19.556517	0	207.519531	25.097656	-55.811891
2.86377	2.889501	19.624809	0	207.519531	25.097656	-54.862448
2.861328	2.887038	19.556517	0	207.519531	25.097656	-51.321719
2.861328	2.887441	19.567689	0	207.519531	25.146484	-49.919476
2.861328	2.887441	19.567689	0	207.519531	25.146484	-50.016653
2.86377	2.889905	19.635997	0	207.519531	25.146484	-60.234911
2.86377	2.889501	19.624809	0	207.519531	25.097656	-57.71166
2.866211	2.891965	19.69314	0	207.519531	25.097656	-55.788193
2.866211	2.891965	19.69314	0	207.519531	25.097656	-63.600706
2.86377	2.889501	19.624809	0	207.519531	25.097656	-54.921517
2.86377	2.889501	19.624809	0	207.03125	25.097656	-50.275137
2.86377	2.889501	19.624809	0	207.519531	25.097656	-51.964805
2.866211	2.891965	19.69314	0	207.519531	25.097656	-53.727558
2.86377	2.889501	19.624809	0	207.03125	25.097656	-52.743631
2.86377	2.889501	19.624809	0	207.519531	25.097656	-63.151356
2.861328	2.887441	19.567689	0	207.519531	25.146484	-52.097094
2.861328	2.887038	19.556517	0	207.519531	25.097656	-49.277032
2.861328	2.887038	19.556517	0	207.03125	25.097656	-49.00917
2.861328	2.887038	19.556517	0	207.519531	25.097656	-53.634009
2.86377	2.889501	19.624809	0	207.519531	25.097656	-56.998355
2.866211	2.891965	19.69314	0	207.519531	25.097656	-53.993649
2.866211	2.891965	19.69314	0	207.519531	25.097656	-54.365252
2.86377	2.889501	19.624809	0	207.03125	25.097656	-55.429694
2.866211	2.891965	19.69314	0	207.519531	25.097656	-57.990278
2.86377	2.889501	19.624809	0	207.519531	25.097656	-47.8468
2.86377	2.889501	19.624809	0	207.519531	25.097656	-45.843012
2.86377	2.889501	19.624809	0	207.519531	25.097656	-50.681301
2.866211	2.892368	19.704343	0	207.519531	25.146484	-58.570012
2.866211	2.892368	19.704343	0	207.519531	25.146484	-59.975865
2.866211	2.891965	19.69314	0	207.519531	25.097656	-58.83137
2.86377	2.889501	19.624809	0	207.519531	25.097656	-74.149348
2.86377	2.889501	19.624809	0	207.03125	25.097656	-53.327147
2.861328	2.887441	19.567689	0	207.519531	25.146484	-69.031491
2.86377	2.889501	19.624809	0	207.519531	25.097656	-57.493384
2.866211	2.891965	19.69314	0	207.519531	25.097656	-59.454008
2.866211	2.891965	19.69314	0	207.519531	25.097656	-55.576701
2.866211	2.891965	19.69314	0	207.519531	25.097656	-52.955472
2.866211	2.891965	19.69314	0	207.519531	25.097656	-52.954928
2.868652	2.894428	19.761508	0	207.519531	25.097656	-53.372675
2.866211	2.891965	19.69314	0	207.519531	25.097656	-66.918476
2.866211	2.891965	19.69314	0	207.519531	25.097656	-75.391686
2.866211	2.891965	19.69314	0	207.03125	25.097656	-61.948061
2.866211	2.891965	19.69314	0	207.03125	25.097656	-55.599738
2.866211	2.891965	19.69314	0	207.519531	25.097656	-54.333493
2.86377	2.889501	19.624809	0	207.519531	25.097656	-51.516495
2.866211	2.891965	19.69314	0	207.03125	25.097656	-53.333554
2.866211	2.891965	19.69314	0	207.519531	25.097656	-60.386614
2.868652	2.894428	19.761508	0	207.519531	25.097656	-55.132517
2.868652	2.894428	19.761508	0	207.519531	25.097656	-58.394218
2.866211	2.891965	19.69314	0	207.519531	25.097656	-55.671849
2.86377	2.889501	19.624809	0	207.03125	25.097656	-48.307861
2.86377	2.889501	19.624809	0	207.519531	25.097656	-52.413102
2.866211	2.891965	19.69314	0	207.519531	25.097656	-72.073043
2.86377	2.889501	19.624809	0	207.519531	25.097656	-64.535119
2.866211	2.891965	19.69314	0	207.519531	25.097656	-62.105256
2.86377	2.889501	19.624809	0	207.519531	25.097656	-53.511332
2.86377	2.889501	19.624809	0	207.519531	25.097656	-50.339546
2.86377	2.889501	19.624809	0	207.03125	25.097656	-54.263342
2.86377	2.889501	19.624809	0	207.03125	25.097656	-46.819337
2.86377	2.889501	19.624809	0	207.519531	25.097656	-47.042595
2.861328	2.887038	19.556517	0	207.519531	25.097656	-48.87092
2.86377	2.889501	19.624809	0	207.519531	25.097656	-49.630487
2.861328	2.887038	19.556517	0	207.519531	25.097656	-50.59291
2.866211	2.891965	19.69314	0	207.03125	25.097656	-46.147906
2.861328	2.887038	19.556517	0	207.519531	25.097656	-46.841565
2.866211	2.891965	19.69314	0	207.519531	25.097656	-50.824228
2.866211	2.891965	19.69314	0	207.519531	25.097656	-49.164122
2.868652	2.894428	19.761508	0	207.519531	25.097656	-49.659969
2.86377	2.889501	19.624809	0	207.519531	25.097656	-49.019909
2.86377	2.889501	19.624809	0	207.519531	25.097656	-47.141451
2.86377	2.889501	19.624809	0	207.519531	25.097656	-50.028496
2.861328	2.887038	19.556517	0	207.519531	25.097656	-55.411525
2.86377	2.889501	19.624809	0	207.519531	25.097656	-48.968567
2.86377	2.889905	19.635997	0	207.03125	25.146484	-49.101423
2.866211	2.892368	19.704343	0	207.03125	25.146484	-59.372461
2.866211	2.891965	19.69314	0	207.03125	25.097656	-50.865157
2.868652	2.894428	19.761508	0	207.519531	25.097656	-51.244814
2.866211	2.891965	19.69314	0	207.519531	25.097656	-62.07745
2.866211	2.891965	19.69314	0	207.519531	25.097656	-52.343209
2.86377	2.889501	19.624809	0	207.519531	25.097656	-53.277714
2.866211	2.891965	19.69314	0	207.519531	25.097656	-60.549643
2.866211	2.891965	19.69314	0	207.519531	25.097656	-69.180049
2.86377	2.889501	19.624809	0	207.03125	25.097656	-63.68396
2.866211	2.892368	19.704343	0	207.519531	25.146484	-64.002504
2.86377	2.889501	19.624809	0	207.519531	25.097656	-57.053611
2.866211	2.891965	19.69314	0	207.519531	25.097656	-47.792916
2.86377	2.889905	19.635997	0	207.519531	25.146484	-51.314221
2.866211	2.891965	19.69314	0	207.519531	25.097656	-50.502773
2.866211	2.891965	19.69314	0	207.519531	25.097656	-44.954168
2.868652	2.894832	19.772727	0	207.03125	25.146484	-52.712927
2.866211	2.892368	19.704343	0	207.519531	25.146484	-51.042807
2.868652	2.894428	19.761508	0	207.519531	25.097656	-50.529495
2.868652	2.894428	19.761508	0	207.519531	25.097656	-48.944306
2.866211	2.891965	19.69314	0	207.519531	25.097656	-48.733512
2.866211	2.891965	19.69314	0	207.03125	25.097656	-69.352859
2.86377	2.889501	19.624809	0	207.519531	25.097656	-50.151622
2.86377	2.889501	19.624809	0	207.519531	25.097656	-52.855295
2.86377	2.889501	19.624809	0	207.519531	25.097656	-50.672741
2.866211	2.891965	19.69314	0	207.519531	25.097656	-51.67581
2.861328	2.887038	19.556517	0	207.03125	25.097656	-50.731852
2.866211	2.891965	19.69314	0	207.03125	25.097656	-49.457153
2.866211	2.891965	19.69314	0	207.519531	25.097656	-63.687129
2.866211	2.891965	19.69314	0	207.519531	25.097656	-52.363626
2.86377	2.889501	19.624809	0	207.519531	25.097656	-54.267758
2.86377	2.889501	19.624809	0	207.03125	25.097656	-60.436436
2.861328	2.887038	19.556517	0	207.519531	25.097656	-78.126306
2.86377	2.889501	19.624809	0	207.519531	25.097656	-52.56306
2.86377	2.889501	19.624809	0	207.519531	25.097656	-50.401605
2.861328	2.887038	19.556517	0	207.519531	25.097656	-51.554095
2.861328	2.887038	19.556517	0	207.519531	25.097656	-53.525432
2.861328	2.887038	19.556517	0	207.519531	25.097656	-49.352172
2.866211	2.891965	19.69314	0	207.519531	25.097656	-49.867873
2.86377	2.889501	19.624809	0	207.03125	25.097656	-57.02935
2.866211	2.891965	19.69314	0	207.519531	25.097656	-53.864557
2.86377	2.889501	19.624809	0	207.519531	25.097656	-49.96501
2.86377	2.889501	19.624809	0	207.03125	25.097656	-47.888781
2.861328	2.887038	19.556517	0	207.03125	25.097656	-47.354793
2.86377	2.889501	19.624809	0	207.519531	25.097656	-57.947308
2.86377	2.889501	19.624809	0	207.519531	25.097656	-52.892612
2.86377	2.889501	19.624809	0	207.519531	25.097656	-52.326137
2.86377	2.889501	19.624809	0	207.519531	25.097656	-53.683753
2.86377	2.889501	19.624809	0	207.519531	25.097656	-51.652691
2.866211	2.891965	19.69314	0	207.519531	25.097656	-54.315519
2.86377	2.889501	19.624809	0	207.519531	25.097656	-58.190055
2.866211	2.891965	19.69314	0	207.03125	25.097656	-57.621562
2.866211	2.891965	19.69314	0	207.03125	25.097656	-58.482111
