20/04/2022	11:06:28
sampling frequency [Hz]: 	1000	Samples: 	2000
dt (sec): 	0.001	df (Hz): 	0.5
Filtre: 	Savitzky-Golacy	Ordre Polynomial: 	3
Fréquence [Fo]: 	62.226844		
Polynome: 	y = + 14.34x^5 - 189.47x^4 + 989.31x^3 - 2541.56x^2 + 3219.98x -1612.97
U moyen: 	16.012189
U dispersion: 	0.972775
Turbulence: 	6.075218

E [volt]	Ecorr [volt]	U [m.s-1]	U.filtré [m.s-1]	Anémomètre [m.s-1]	Temperature [°C]	Spectrum [dB]

2.739258	2.759253	16.077623	0	213.867187	24.511719	-27.9012
2.702637	2.722364	15.104078	0	213.867187	24.511719	-22.587758
2.770996	2.791223	16.934298	0	213.867187	24.511719	-25.339029
2.751465	2.771549	16.405808	0	213.867187	24.511719	-32.542399
2.736816	2.756793	16.012194	0	213.867187	24.511719	-30.707497
2.687988	2.707609	14.719789	0	213.867187	24.511719	-24.096877
2.734375	2.754334	15.946836	0	213.867187	24.511719	-23.981634
2.714844	2.73466	15.426645	0	213.867187	24.511719	-23.557375
2.709961	2.729742	15.297373	0	213.867187	24.511719	-22.10969
2.77832	2.7986	17.133488	0	213.867187	24.511719	-28.24993
2.729492	2.749416	15.816337	0	213.867187	24.511719	-27.143475
2.734375	2.754334	15.946836	0	213.867187	24.511719	-29.525465
2.663574	2.683017	14.086629	0	213.867187	24.511719	-28.288025
2.653809	2.67318	13.836116	0	213.867187	24.511719	-22.567173
2.670898	2.690394	14.27557	0	213.867187	24.511719	-21.078518
2.697754	2.717446	14.975634	0	213.867187	24.511719	-30.720353
2.714844	2.73466	15.426645	0	213.867187	24.511719	-34.883394
2.729492	2.749416	15.816337	0	213.867187	24.511719	-31.389228
2.751465	2.771549	16.405808	0	213.867187	24.511719	-26.204086
2.714844	2.73466	15.426645	0	213.867187	24.511719	-37.207029
2.712402	2.732201	15.361968	0	213.867187	24.511719	-46.95235
2.751465	2.771549	16.405808	0	213.867187	24.511719	-29.713106
2.736816	2.756793	16.012194	0	213.867187	24.511719	-37.872903
2.705078	2.724824	15.168427	0	213.867187	24.511719	-30.4375
2.729492	2.749416	15.816337	0	213.867187	24.511719	-30.776068
2.668457	2.687935	14.212491	0	213.867187	24.511719	-27.848684
2.712402	2.732201	15.361968	0	213.867187	24.511719	-26.717283
2.751465	2.771549	16.405808	0	213.867187	24.511719	-25.509389
2.731934	2.751875	15.88155	0	213.867187	24.511719	-29.084967
2.763672	2.783845	16.735645	0	213.867187	24.511719	-32.569816
2.683105	2.70269	14.592404	0	213.867187	24.511719	-25.987564
2.753906	2.774008	16.471646	0	213.867187	24.511719	-21.994403
2.753906	2.774008	16.471646	0	213.867187	24.511719	-21.575087
2.744141	2.764171	16.208692	0	213.867187	24.511719	-27.915937
2.736816	2.756793	16.012194	0	213.867187	24.511719	-37.193179
2.751465	2.771549	16.405808	0	213.867187	24.511719	-46.825871
2.783203	2.803519	17.26657	0	213.867187	24.511719	-43.372806
2.8125	2.83303	18.069568	0	213.867187	24.511719	-39.684806
2.734375	2.754334	15.946836	0	213.867187	24.511719	-31.457709
2.744141	2.764171	16.208692	0	213.867187	24.511719	-29.607279
2.736816	2.756793	16.012194	0	213.867187	24.511719	-43.203864
2.739258	2.759253	16.077623	0	213.867187	24.511719	-29.246899
2.709961	2.729742	15.297373	0	213.867187	24.511719	-24.082719
2.763672	2.783845	16.735645	0	213.867187	24.511719	-24.898742
2.744141	2.764171	16.208692	0	213.867187	24.511719	-24.413538
2.770996	2.791223	16.934298	0	213.867187	24.511719	-21.584519
2.724609	2.744497	15.686134	0	213.867187	24.511719	-32.495705
2.70752	2.727283	15.232858	0	213.867187	24.511719	-31.886269
2.741699	2.761712	16.143123	0	213.867187	24.511719	-34.541491
2.76123	2.781386	16.66955	0	213.867187	24.511719	-25.099673
2.746582	2.76663	16.27433	0	213.867187	24.511719	-26.492307
2.675781	2.695313	14.402019	0	213.867187	24.511719	-34.175837
2.751465	2.771549	16.405808	0	213.867187	24.511719	-26.310226
2.79541	2.815815	17.600241	0	213.867187	24.511719	-29.006886
2.744141	2.764171	16.208692	0	213.867187	24.511719	-29.37977
2.746582	2.76663	16.27433	0	213.867187	24.511719	-27.807371
2.675781	2.695313	14.402019	0	213.867187	24.511719	-28.0812
2.746582	2.76663	16.27433	0	213.867187	24.511719	-27.323987
2.763672	2.783845	16.735645	0	213.867187	24.511719	-30.667375
2.749023	2.76909	16.340035	0	213.867187	24.511719	-39.531248
2.756348	2.776467	16.53755	0	213.867187	24.511719	-44.853039
2.697754	2.717446	14.975634	0	213.867187	24.511719	-37.112716
2.758789	2.778927	16.603519	0	213.867187	24.511719	-30.9574
2.749023	2.76909	16.340035	0	213.867187	24.511719	-30.001419
2.751465	2.771549	16.405808	0	213.867187	24.511719	-32.055372
2.727051	2.746957	15.751198	0	213.867187	24.511719	-26.871984
2.717285	2.73712	15.4914	0	213.867187	24.511719	-30.211918
2.727051	2.746957	15.751198	0	213.867187	24.511719	-30.305728
2.700195	2.719905	15.039813	0	213.867187	24.511719	-28.805054
2.648926	2.668261	13.711482	0	213.867187	24.511719	-27.579162
2.666016	2.685476	14.14951	0	213.867187	24.511719	-27.232223
2.780762	2.80106	17.2	0	213.867187	24.511719	-29.960239
2.700195	2.719905	15.039813	0	213.867187	24.511719	-33.151584
2.753906	2.774008	16.471646	0	213.867187	24.511719	-25.278233
2.729492	2.749416	15.816337	0	213.867187	24.511719	-30.488927
2.668457	2.687935	14.212491	0	213.867187	24.511719	-30.124968
2.744141	2.764171	16.208692	0	213.867187	24.511719	-30.946025
2.785645	2.805978	17.333195	0	213.867187	24.511719	-35.321703
2.763672	2.783845	16.735645	0	213.867187	24.511719	-28.195173
2.753906	2.774008	16.471646	0	213.867187	24.511719	-22.736108
2.792969	2.813356	17.533399	0	213.867187	24.511719	-23.200122
2.729492	2.749416	15.816337	0	213.867187	24.511719	-27.175278
2.734375	2.754334	15.946836	0	213.867187	24.511719	-39.792201
2.763672	2.783845	16.735645	0	213.867187	24.511719	-29.045089
2.663574	2.683017	14.086629	0	213.867187	24.511719	-25.283292
2.766113	2.786304	16.801802	0	213.867187	24.511719	-27.830663
2.807617	2.828111	17.935224	0	213.867187	24.511719	-30.402621
2.77832	2.7986	17.133488	0	213.867187	24.511719	-37.373368
2.751465	2.771549	16.405808	0	213.867187	24.511719	-31.116972
2.709961	2.729742	15.297373	0	213.867187	24.511719	-25.267846
2.76123	2.781386	16.66955	0	213.867187	24.511719	-22.91435
