20/04/2022	11:23:04
sampling frequency [Hz]: 	4000	Samples: 	8000
dt (sec): 	0.00025	df (Hz): 	0.5
Filtre: 	Savitzky-Golacy	Ordre Polynomial: 	3
Fréquence [Fo]: 	0.975839		
Polynome: 	y = + 14.34x^5 - 189.47x^4 + 989.31x^3 - 2541.56x^2 + 3219.98x -1612.97
U moyen: 	20.041467
U dispersion: 	0.092991
Turbulence: 	0.463992

E [volt]	Ecorr [volt]	U [m.s-1]	U.filtré [m.s-1]	Anémomètre [m.s-1]	Temperature [°C]	Spectrum [dB]

2.883301	2.904347	20.037189	0	208.007812	24.511719	-43.8135
2.875977	2.896969	19.832086	0	208.007812	24.511719	-31.369319
2.878418	2.899429	19.900417	0	208.007812	24.511719	-32.967293
2.875977	2.896969	19.832086	0	208.007812	24.511719	-39.613973
2.878418	2.899429	19.900417	0	208.496094	24.511719	-36.351095
2.878418	2.899429	19.900417	0	208.007812	24.511719	-37.758231
2.880859	2.901888	19.968785	0	208.007812	24.511719	-39.18443
2.880859	2.901888	19.968785	0	208.007812	24.511719	-39.234354
2.880859	2.901888	19.968785	0	208.007812	24.511719	-45.000942
2.883301	2.904347	20.037189	0	208.007812	24.511719	-53.671666
2.885742	2.906806	20.105631	0	208.007812	24.511719	-45.505272
2.885742	2.906806	20.105631	0	208.007812	24.511719	-46.090976
2.885742	2.906806	20.105631	0	208.007812	24.511719	-51.809908
2.885742	2.906806	20.105631	0	208.007812	24.511719	-45.252395
2.885742	2.906806	20.105631	0	208.007812	24.511719	-41.692482
2.885742	2.906806	20.105631	0	208.007812	24.511719	-43.025651
2.880859	2.901888	19.968785	0	208.007812	24.511719	-44.383099
2.883301	2.904347	20.037189	0	208.007812	24.511719	-42.308178
2.883301	2.904347	20.037189	0	208.007812	24.511719	-48.406414
2.883301	2.904347	20.037189	0	208.007812	24.511719	-49.161094
2.885742	2.906806	20.105631	0	208.007812	24.511719	-46.531576
2.885742	2.906806	20.105631	0	208.007812	24.511719	-50.217592
2.883301	2.904347	20.037189	0	208.007812	24.511719	-45.295654
2.885742	2.906806	20.105631	0	208.007812	24.511719	-43.45342
2.883301	2.904347	20.037189	0	208.007812	24.511719	-49.971392
2.883301	2.904347	20.037189	0	208.007812	24.511719	-47.198025
2.880859	2.901888	19.968785	0	208.007812	24.511719	-51.727532
2.878418	2.899429	19.900417	0	208.007812	24.511719	-44.218583
2.880859	2.901888	19.968785	0	208.007812	24.511719	-43.681253
2.880859	2.901888	19.968785	0	208.007812	24.511719	-43.150323
2.883301	2.904347	20.037189	0	208.007812	24.511719	-42.113818
2.880859	2.901888	19.968785	0	208.007812	24.511719	-45.457057
2.880859	2.901888	19.968785	0	208.007812	24.511719	-52.4441
2.880859	2.901888	19.968785	0	208.007812	24.511719	-46.563541
2.878418	2.899429	19.900417	0	208.007812	24.511719	-39.242236
2.878418	2.899429	19.900417	0	208.007812	24.511719	-39.289221
2.878418	2.899429	19.900417	0	208.007812	24.511719	-48.373315
2.883301	2.904347	20.037189	0	208.007812	24.511719	-42.347687
2.880859	2.901888	19.968785	0	208.007812	24.511719	-43.413792
2.883301	2.904347	20.037189	0	208.007812	24.511719	-59.999913
2.880859	2.901888	19.968785	0	208.007812	24.511719	-51.894077
