20/04/2022	11:24:42
sampling frequency [Hz]: 	4000	Samples: 	8000
dt (sec): 	0.00025	df (Hz): 	0.5
Filtre: 	Savitzky-Golacy	Ordre Polynomial: 	3
Fréquence [Fo]: 	1.198459		
Polynome: 	y = + 14.34x^5 - 189.47x^4 + 989.31x^3 - 2541.56x^2 + 3219.98x -1612.97
U moyen: 	20.201216
U dispersion: 	0.073611
Turbulence: 	0.364389

E [volt]	Ecorr [volt]	U [m.s-1]	U.filtré [m.s-1]	Anémomètre [m.s-1]	Temperature [°C]	Spectrum [dB]

2.883301	2.909614	20.183818	0	208.496094	25.146484	-43.755862
2.885742	2.911671	20.241133	0	208.496094	25.097656	-30.137644
2.883301	2.909614	20.183818	0	208.496094	25.146484	-29.264939
2.885742	2.911671	20.241133	0	208.496094	25.097656	-30.410599
2.883301	2.909208	20.172505	0	208.496094	25.097656	-36.548781
2.885742	2.911671	20.241133	0	208.496094	25.097656	-41.80532
2.883301	2.909614	20.183818	0	208.496094	25.146484	-45.418726
2.885742	2.911671	20.241133	0	208.496094	25.097656	-51.007452
2.883301	2.909208	20.172505	0	208.496094	25.097656	-57.474771
2.885742	2.911671	20.241133	0	208.496094	25.097656	-55.356538
2.885742	2.911671	20.241133	0	208.496094	25.097656	-50.170129
2.883301	2.909208	20.172505	0	208.496094	25.097656	-56.969032
2.885742	2.911671	20.241133	0	208.496094	25.097656	-57.062905
2.883301	2.909208	20.172505	0	208.496094	25.097656	-71.465306
2.885742	2.911671	20.241133	0	208.496094	25.097656	-69.281647
2.883301	2.909208	20.172505	0	208.496094	25.097656	-60.458937
2.885742	2.911671	20.241133	0	208.496094	25.097656	-55.253794
2.885742	2.911671	20.241133	0	208.496094	25.097656	-49.097167
2.885742	2.911671	20.241133	0	208.496094	25.097656	-54.995183
2.885742	2.911671	20.241133	0	208.496094	25.097656	-54.109546
2.885742	2.911671	20.241133	0	208.496094	25.097656	-48.286065
2.885742	2.911671	20.241133	0	208.496094	25.097656	-50.870119
2.883301	2.909208	20.172505	0	208.496094	25.097656	-65.210673
2.885742	2.911671	20.241133	0	208.496094	25.097656	-57.57173
2.883301	2.909208	20.172505	0	208.496094	25.097656	-50.917444
2.885742	2.911671	20.241133	0	208.496094	25.097656	-52.877344
2.883301	2.909208	20.172505	0	208.496094	25.097656	-48.279778
2.885742	2.911671	20.241133	0	208.496094	25.097656	-55.841071
2.883301	2.909208	20.172505	0	208.496094	25.097656	-53.972224
2.883301	2.909208	20.172505	0	208.496094	25.097656	-54.111193
2.883301	2.909208	20.172505	0	208.496094	25.097656	-58.719547
2.883301	2.909208	20.172505	0	208.496094	25.097656	-63.80864
2.883301	2.909208	20.172505	0	208.496094	25.097656	-51.710291
2.885742	2.911671	20.241133	0	208.496094	25.097656	-47.372639
2.885742	2.911671	20.241133	0	208.496094	25.097656	-38.305539
2.880859	2.906745	20.103913	0	208.496094	25.097656	-37.035162
2.883301	2.909208	20.172505	0	208.496094	25.097656	-45.436681
2.880859	2.906745	20.103913	0	208.496094	25.097656	-50.706543
2.883301	2.909208	20.172505	0	208.496094	25.097656	-54.736209
2.880859	2.906745	20.103913	0	208.496094	25.097656	-52.498174
2.883301	2.909614	20.183818	0	208.496094	25.146484	-47.206198
2.883301	2.909614	20.183818	0	208.496094	25.146484	-50.606139
2.885742	2.911671	20.241133	0	208.496094	25.097656	-59.338836
2.883301	2.909208	20.172505	0	208.496094	25.097656	-52.750207
2.883301	2.909208	20.172505	0	208.496094	25.097656	-53.976583
2.885742	2.911671	20.241133	0	208.496094	25.097656	-59.99946
2.883301	2.909208	20.172505	0	208.496094	25.097656	-62.106365
2.885742	2.911671	20.241133	0	208.496094	25.097656	-76.962434
2.883301	2.909208	20.172505	0	208.496094	25.097656	-54.227144
2.885742	2.911671	20.241133	0	208.496094	25.097656	-51.659909
2.883301	2.909208	20.172505	0	208.496094	25.097656	-60.733026
2.885742	2.911671	20.241133	0	208.496094	25.097656	-57.426039
2.883301	2.909614	20.183818	0	208.496094	25.146484	-56.751011
2.885742	2.911671	20.241133	0	208.496094	25.097656	-50.952038
2.883301	2.909614	20.183818	0	208.496094	25.146484	-53.537618
2.883301	2.909614	20.183818	0	208.496094	25.146484	-52.784823
2.883301	2.909208	20.172505	0	208.496094	25.097656	-53.247204
2.883301	2.909208	20.172505	0	208.496094	25.097656	-54.673906
2.885742	2.912078	20.252463	0	208.496094	25.146484	-48.853364
2.883301	2.909208	20.172505	0	208.496094	25.097656	-47.983417
2.885742	2.912078	20.252463	0	208.496094	25.146484	-50.718118
2.883301	2.909614	20.183818	0	208.496094	25.146484	-56.271238
2.888184	2.914135	20.309799	0	208.496094	25.097656	-60.34095
2.885742	2.912078	20.252463	0	208.496094	25.146484	-57.649808
2.885742	2.911671	20.241133	0	208.496094	25.097656	-55.156824
2.885742	2.912078	20.252463	0	208.496094	25.146484	-59.878897
2.885742	2.912078	20.252463	0	208.496094	25.146484	-54.449642
2.885742	2.911671	20.241133	0	208.496094	25.097656	-52.837287
2.885742	2.911671	20.241133	0	208.496094	25.097656	-50.264362
2.885742	2.912078	20.252463	0	208.496094	25.146484	-48.420159
2.883301	2.909614	20.183818	0	208.496094	25.146484	-49.4062
2.885742	2.912078	20.252463	0	208.496094	25.146484	-49.84471
2.883301	2.909614	20.183818	0	208.496094	25.146484	-53.008242
2.885742	2.911671	20.241133	0	208.496094	25.097656	-56.806116
2.883301	2.909614	20.183818	0	208.496094	25.146484	-68.703816
2.885742	2.911671	20.241133	0	208.496094	25.097656	-54.184401
2.883301	2.909208	20.172505	0	208.496094	25.097656	-52.281665
2.885742	2.911671	20.241133	0	208.496094	25.097656	-65.7536
2.885742	2.911671	20.241133	0	208.496094	25.097656	-55.414137
2.885742	2.911671	20.241133	0	208.496094	25.097656	-49.981975
2.885742	2.911671	20.241133	0	208.496094	25.097656	-51.020403
2.885742	2.912078	20.252463	0	208.496094	25.146484	-57.919983
2.885742	2.911671	20.241133	0	208.496094	25.097656	-69.087906
2.883301	2.909208	20.172505	0	208.496094	25.097656	-61.011935
2.885742	2.911671	20.241133	0	208.496094	25.097656	-70.562721
2.885742	2.911671	20.241133	0	208.496094	25.097656	-69.971361
2.885742	2.911671	20.241133	0	208.496094	25.097656	-55.592272
2.885742	2.911671	20.241133	0	208.496094	25.097656	-49.327846
2.888184	2.914135	20.309799	0	208.496094	25.097656	-53.619118
2.885742	2.911671	20.241133	0	208.496094	25.097656	-65.627265
2.888184	2.914135	20.309799	0	208.496094	25.097656	-55.862199
2.885742	2.911671	20.241133	0	208.496094	25.097656	-48.704978
2.885742	2.911671	20.241133	0	208.496094	25.097656	-52.64407
2.885742	2.911671	20.241133	0	208.496094	25.097656	-60.745715
2.885742	2.911671	20.241133	0	208.496094	25.097656	-62.102937
2.885742	2.911671	20.241133	0	208.496094	25.097656	-71.070962
2.885742	2.911671	20.241133	0	208.496094	25.097656	-59.619415
2.885742	2.911671	20.241133	0	208.496094	25.097656	-55.931045
2.885742	2.911671	20.241133	0	208.496094	25.097656	-55.848961
2.885742	2.911671	20.241133	0	208.496094	25.097656	-49.617231
2.885742	2.911671	20.241133	0	208.496094	25.097656	-48.666756
2.885742	2.911671	20.241133	0	208.496094	25.097656	-54.561655
2.888184	2.914135	20.309799	0	208.496094	25.097656	-61.422309
2.885742	2.911671	20.241133	0	208.496094	25.097656	-62.014339
2.888184	2.914135	20.309799	0	208.496094	25.097656	-53.834315
2.885742	2.911671	20.241133	0	208.496094	25.097656	-52.474624
2.885742	2.911671	20.241133	0	208.496094	25.097656	-55.025995
2.885742	2.911671	20.241133	0	208.496094	25.097656	-52.067745
2.885742	2.911671	20.241133	0	208.496094	25.097656	-54.948571
2.885742	2.911671	20.241133	0	208.496094	25.097656	-58.764848
2.883301	2.909208	20.172505	0	208.496094	25.097656	-68.432807
2.885742	2.912078	20.252463	0	208.496094	25.146484	-54.684638
2.885742	2.911671	20.241133	0	208.496094	25.097656	-55.371028
2.888184	2.914135	20.309799	0	208.496094	25.097656	-57.10025
2.883301	2.909208	20.172505	0	208.496094	25.097656	-58.440874
2.888184	2.914135	20.309799	0	208.496094	25.097656	-60.560988
2.885742	2.911671	20.241133	0	208.496094	25.097656	-56.685432
2.888184	2.914135	20.309799	0	208.496094	25.097656	-53.719538
2.885742	2.911671	20.241133	0	208.496094	25.097656	-60.499181
2.885742	2.911671	20.241133	0	208.496094	25.097656	-64.440852
2.885742	2.911671	20.241133	0	208.496094	25.097656	-55.241362
2.888184	2.914135	20.309799	0	208.496094	25.097656	-49.533889
2.885742	2.911671	20.241133	0	208.496094	25.097656	-53.74509
2.885742	2.911671	20.241133	0	208.496094	25.097656	-61.02612
2.888184	2.914541	20.321143	0	208.496094	25.146484	-58.693804
2.885742	2.911671	20.241133	0	208.496094	25.097656	-58.283164
2.888184	2.914135	20.309799	0	208.496094	25.097656	-64.147563
2.885742	2.911671	20.241133	0	208.496094	25.097656	-56.551074
2.888184	2.914135	20.309799	0	208.496094	25.097656	-54.93852
2.885742	2.911671	20.241133	0	208.496094	25.097656	-59.371168
2.888184	2.914135	20.309799	0	208.496094	25.097656	-58.927983
2.888184	2.914135	20.309799	0	208.496094	25.097656	-61.106634
2.885742	2.911671	20.241133	0	208.496094	25.097656	-51.644395
2.888184	2.914135	20.309799	0	208.496094	25.097656	-50.999872
2.885742	2.911671	20.241133	0	208.496094	25.097656	-75.391683
2.888184	2.914541	20.321143	0	208.496094	25.146484	-52.878134
2.885742	2.911671	20.241133	0	208.496094	25.097656	-53.253127
2.888184	2.914135	20.309799	0	208.496094	25.097656	-56.923072
2.885742	2.911671	20.241133	0	208.496094	25.097656	-52.825152
2.888184	2.914541	20.321143	0	208.496094	25.146484	-63.23096
2.888184	2.914135	20.309799	0	208.496094	25.097656	-57.855219
2.888184	2.914541	20.321143	0	208.496094	25.146484	-54.857614
2.888184	2.914135	20.309799	0	208.496094	25.097656	-53.986385
2.885742	2.911671	20.241133	0	208.496094	25.097656	-57.714223
2.888184	2.914135	20.309799	0	208.496094	25.097656	-56.712249
2.885742	2.911671	20.241133	0	208.496094	25.097656	-53.335591
2.888184	2.914541	20.321143	0	208.496094	25.146484	-51.434538
2.885742	2.911671	20.241133	0	208.496094	25.097656	-54.055625
2.888184	2.914541	20.321143	0	208.496094	25.146484	-57.727085
2.885742	2.911671	20.241133	0	208.496094	25.097656	-58.49325
2.888184	2.914135	20.309799	0	208.496094	25.097656	-63.688626
2.885742	2.912078	20.252463	0	208.496094	25.146484	-70.246542
2.888184	2.914135	20.309799	0	208.496094	25.097656	-64.19094
2.885742	2.911671	20.241133	0	208.496094	25.097656	-61.269431
2.885742	2.911671	20.241133	0	208.496094	25.097656	-61.658443
2.888184	2.914135	20.309799	0	208.496094	25.097656	-58.629762
2.885742	2.912078	20.252463	0	208.496094	25.146484	-53.640351
2.888184	2.914135	20.309799	0	208.496094	25.097656	-57.045189
2.885742	2.911671	20.241133	0	208.496094	25.097656	-59.829848
2.890625	2.916598	20.378501	0	208.496094	25.097656	-54.266758
2.888184	2.914135	20.309799	0	208.496094	25.097656	-60.107639
2.890625	2.916598	20.378501	0	208.496094	25.097656	-58.219432
2.888184	2.914541	20.321143	0	208.496094	25.146484	-63.055091
2.888184	2.914135	20.309799	0	208.496094	25.097656	-61.213466
2.888184	2.914135	20.309799	0	208.496094	25.097656	-66.783797
2.885742	2.911671	20.241133	0	208.496094	25.097656	-55.53392
2.888184	2.914135	20.309799	0	208.496094	25.097656	-56.243364
2.885742	2.911671	20.241133	0	208.496094	25.097656	-62.047325
2.888184	2.914135	20.309799	0	208.496094	25.097656	-54.772841
2.885742	2.911671	20.241133	0	208.496094	25.097656	-52.511257
2.888184	2.914135	20.309799	0	208.496094	25.097656	-49.284718
2.885742	2.911671	20.241133	0	208.496094	25.097656	-51.476384
2.888184	2.914135	20.309799	0	208.496094	25.097656	-53.097951
2.888184	2.914135	20.309799	0	208.496094	25.097656	-58.91711
2.885742	2.911671	20.241133	0	208.496094	25.097656	-58.610849
2.888184	2.914135	20.309799	0	208.496094	25.097656	-65.306666
2.885742	2.911671	20.241133	0	208.496094	25.097656	-52.81306
2.888184	2.914135	20.309799	0	208.496094	25.097656	-49.938478
2.885742	2.911671	20.241133	0	208.496094	25.097656	-52.880365
2.888184	2.914135	20.309799	0	208.496094	25.097656	-55.931222
2.885742	2.911671	20.241133	0	208.496094	25.097656	-53.932424
2.888184	2.914135	20.309799	0	208.496094	25.097656	-59.396352
2.888184	2.914135	20.309799	0	208.496094	25.097656	-48.75807
2.888184	2.914135	20.309799	0	208.496094	25.097656	-50.025233
2.888184	2.914135	20.309799	0	208.496094	25.097656	-56.965589
2.885742	2.911671	20.241133	0	208.496094	25.097656	-60.379297
2.888184	2.914135	20.309799	0	208.496094	25.097656	-57.152183
2.885742	2.911671	20.241133	0	208.496094	25.097656	-55.852012
2.888184	2.914135	20.309799	0	208.496094	25.097656	-58.679336
2.885742	2.911671	20.241133	0	208.496094	25.097656	-64.257382
2.890625	2.916598	20.378501	0	208.496094	25.097656	-64.649753
2.888184	2.914135	20.309799	0	208.496094	25.097656	-62.768974
2.885742	2.911671	20.241133	0	208.496094	25.097656	-67.194713
2.885742	2.911671	20.241133	0	208.496094	25.097656	-56.937587
2.885742	2.911671	20.241133	0	208.496094	25.097656	-54.750299
2.888184	2.914135	20.309799	0	208.496094	25.097656	-58.321294
2.883301	2.909208	20.172505	0	208.496094	25.097656	-53.276744
2.885742	2.911671	20.241133	0	208.496094	25.097656	-62.03071
2.883301	2.909208	20.172505	0	208.496094	25.097656	-61.397323
2.885742	2.911671	20.241133	0	208.496094	25.097656	-62.25654
2.883301	2.909614	20.183818	0	208.496094	25.146484	-58.334227
2.885742	2.912078	20.252463	0	208.496094	25.146484	-67.142089
2.883301	2.909208	20.172505	0	208.496094	25.097656	-62.344393
2.883301	2.909208	20.172505	0	208.496094	25.097656	-62.075012
2.883301	2.909208	20.172505	0	208.496094	25.097656	-62.080515
2.883301	2.909208	20.172505	0	208.496094	25.097656	-59.424677
2.883301	2.909208	20.172505	0	208.496094	25.097656	-51.712047
2.883301	2.909208	20.172505	0	208.496094	25.097656	-51.196926
2.885742	2.912078	20.252463	0	208.496094	25.146484	-55.751848
2.880859	2.906745	20.103913	0	208.496094	25.097656	-57.126488
2.885742	2.911671	20.241133	0	208.496094	25.097656	-54.257448
2.883301	2.909614	20.183818	0	208.496094	25.146484	-52.925782
2.885742	2.912078	20.252463	0	208.496094	25.146484	-52.424306
2.883301	2.909208	20.172505	0	208.496094	25.097656	-54.090762
2.885742	2.911671	20.241133	0	208.496094	25.097656	-59.03971
2.885742	2.911671	20.241133	0	208.496094	25.097656	-66.390946
2.883301	2.909208	20.172505	0	208.496094	25.097656	-57.978566
2.885742	2.912078	20.252463	0	208.496094	25.146484	-55.929014
2.883301	2.909208	20.172505	0	208.496094	25.097656	-58.48028
